City,Gender,Age,ItemType,Price,Units Sold,Profit,Date of purchase,Feedback (out of 5 stars),Payment Method,Discount Applied,Return Status
Pune,Male,64,Groceries,32.78,34,225.21,2023-04-22,3.3,Wallet,No,Returned
Ahmedabad,Female,26,Electronics,41.43,14,131.31,2023-11-27,1.3,Cash,Yes,Not Returned
Kolkata,Male,20,Groceries,322.88,11,1022.13,2023-12-17,1.1,Wallet,No,Returned
Jaipur,Male,21,Books,455.46,9,1203.5,2023-11-02,3.9,Credit Card,No,Returned
Pune,Male,29,Electronics,462.05,17,1888.81,2023-12-23,2.1,Net Banking,No,Returned
Delhi,Female,44,Groceries,426.4,50,2158.1,2023-02-10,4.2,Cash,Yes,Not Returned
Pune,Female,38,Clothing,306.9,50,1797.96,2023-02-20,4.4,UPI,Yes,Not Returned
Pune,Female,60,Groceries,476.28,36,1876.82,2023-10-03,4.5,Wallet,Yes,Not Returned
Mumbai,Female,49,Clothing,15.84,36,163.74,2023-11-13,1.7,Credit Card,Yes,Returned
Delhi,Male,26,Electronics,431.39,23,2836.81,2023-04-11,2.1,Wallet,No,Returned
Ahmedabad,Male,54,Clothing,66.96,11,122.44,2023-02-16,2.8,Wallet,Yes,Not Returned
Mumbai,Female,37,Electronics,299.1,30,2146.13,2023-04-26,1.5,Credit Card,No,Returned
Ahmedabad,Male,36,Groceries,355.59,34,2306.48,2023-04-15,2.8,Wallet,No,Not Returned
Kolkata,Female,58,Toys,333.91,28,2201.09,2023-03-02,4.0,UPI,Yes,Returned
Lucknow,Male,57,Groceries,395.61,12,643.27,2023-04-27,3.3,Net Banking,Yes,Returned
Mumbai,Female,19,Toys,221.6,24,1415.96,2023-12-04,2.6,Net Banking,No,Not Returned
Jaipur,Male,22,Electronics,291.5,39,3064.75,2023-11-03,3.0,Credit Card,No,Returned
Lucknow,Male,35,Books,10.29,24,49.01,2023-03-07,4.0,Net Banking,Yes,Returned
Kolkata,Female,27,Books,376.08,29,1413.06,2023-04-15,2.9,Wallet,Yes,Not Returned
Chennai,Male,60,Groceries,260.37,22,1518.45,2023-04-19,1.4,Net Banking,Yes,Not Returned
Lucknow,Female,60,Electronics,314.01,13,574.9,2023-09-11,2.8,Net Banking,Yes,Returned
Jaipur,Female,40,Electronics,463.48,23,1562.03,2023-12-27,4.2,Credit Card,Yes,Not Returned
Jaipur,Female,61,Groceries,460.15,9,1007.71,2023-08-24,2.6,Wallet,No,Returned
Lucknow,Female,27,Books,55.68,2,23.07,2023-08-04,2.7,UPI,No,Returned
Jaipur,Female,61,Books,452.76,35,4597.2,2023-07-08,3.6,Credit Card,No,Not Returned
Hyderabad,Female,40,Clothing,107.64,34,908.03,2023-03-28,1.4,Net Banking,Yes,Returned
Delhi,Male,64,Books,176.72,46,1564.67,2023-10-19,4.0,Cash,Yes,Returned
Hyderabad,Female,24,Clothing,77.27,11,155.35,2023-03-26,3.0,Wallet,Yes,Not Returned
Kolkata,Male,57,Books,209.14,46,1495.3,2023-12-21,4.0,UPI,Yes,Not Returned
Pune,Female,25,Groceries,248.98,37,2265.03,2023-07-12,4.2,Cash,Yes,Not Returned
Pune,Female,47,Electronics,244.4,39,1459.4,2023-02-19,1.7,UPI,Yes,Returned
Kolkata,Female,42,Clothing,244.49,12,339.98,2023-10-17,3.9,Net Banking,Yes,Returned
Bengaluru,Female,44,Toys,59.3,31,263.7,2023-03-11,1.9,Net Banking,No,Returned
Hyderabad,Male,28,Toys,40.06,23,108.41,2023-04-22,1.6,Wallet,Yes,Returned
Jaipur,Female,58,Clothing,392.18,16,1252.3,2023-04-02,2.9,Cash,Yes,Returned
Jaipur,Female,21,Electronics,93.35,40,456.16,2023-03-19,3.7,UPI,No,Not Returned
Chennai,Female,57,Toys,433.33,35,1993.05,2023-10-07,3.4,Credit Card,Yes,Returned
Ahmedabad,Female,52,Books,342.97,31,2596.16,2023-02-27,2.5,UPI,Yes,Returned
Chennai,Female,41,Books,340.54,48,3343.8,2023-07-14,1.3,Net Banking,No,Not Returned
Hyderabad,Male,65,Toys,393.08,40,2467.41,2023-02-27,3.1,Credit Card,No,Not Returned
Lucknow,Female,42,Books,234.47,23,935.21,2023-08-06,2.3,Cash,No,Not Returned
Mumbai,Female,55,Clothing,98.8,34,1000.52,2023-03-12,2.3,Net Banking,Yes,Returned
Mumbai,Female,52,Clothing,55.9,41,312.8,2023-03-13,4.6,Cash,Yes,Returned
Chennai,Male,30,Books,309.52,32,2468.32,2023-07-20,2.9,Cash,Yes,Not Returned
Bengaluru,Female,63,Groceries,367.71,12,541.14,2023-09-08,4.7,UPI,Yes,Not Returned
Jaipur,Male,30,Clothing,307.98,6,219.51,2023-02-26,4.3,Wallet,Yes,Not Returned
Lucknow,Female,21,Books,325.34,33,1374.07,2023-04-30,2.1,Cash,No,Not Returned
Lucknow,Male,61,Electronics,276.05,34,2428.95,2023-05-18,4.0,Cash,No,Returned
Hyderabad,Male,45,Clothing,414.8,31,3722.22,2023-05-02,1.8,Wallet,No,Not Returned
Kolkata,Male,26,Clothing,361.44,23,2201.32,2023-09-11,2.7,Wallet,No,Returned
Jaipur,Male,61,Books,430.15,4,411.64,2023-03-09,1.1,Net Banking,Yes,Returned
Delhi,Female,44,Clothing,114.82,7,164.46,2023-01-22,3.5,Net Banking,No,Not Returned
Pune,Female,36,Groceries,106.08,12,164.5,2023-10-23,4.2,Credit Card,Yes,Not Returned
Chennai,Male,30,Clothing,276.93,16,522.06,2023-12-24,1.2,Wallet,Yes,Not Returned
Lucknow,Female,35,Electronics,206.61,13,740.13,2023-03-12,1.3,Credit Card,No,Not Returned
Delhi,Female,56,Clothing,368.74,11,552.57,2023-10-29,2.7,Wallet,Yes,Not Returned
Pune,Female,24,Toys,302.35,6,345.94,2023-06-12,2.5,Cash,Yes,Returned
Hyderabad,Male,50,Electronics,187.69,5,106.84,2023-04-27,1.1,UPI,Yes,Not Returned
Jaipur,Male,24,Books,403.55,15,967.6,2023-11-24,3.9,Credit Card,No,Not Returned
Delhi,Female,65,Toys,66.09,24,432.24,2023-07-16,2.5,Wallet,Yes,Not Returned
Hyderabad,Female,39,Toys,160.24,27,537.34,2023-10-16,1.3,UPI,Yes,Not Returned
Lucknow,Male,36,Electronics,40.54,31,160.17,2023-06-06,3.7,Wallet,No,Not Returned
Mumbai,Male,50,Groceries,443.38,30,1856.97,2023-10-11,1.3,Cash,No,Not Returned
Lucknow,Female,44,Clothing,477.66,23,2066.55,2023-08-19,3.7,Wallet,Yes,Returned
Delhi,Female,46,Clothing,106.51,29,400.55,2023-06-11,4.6,Wallet,Yes,Not Returned
Bengaluru,Male,21,Books,160.73,26,1066.75,2023-07-02,4.3,Wallet,Yes,Not Returned
Delhi,Female,61,Groceries,383.04,10,719.88,2023-04-23,3.8,Cash,Yes,Returned
Delhi,Female,28,Electronics,244.77,6,327.98,2023-09-25,4.6,Wallet,Yes,Returned
Ahmedabad,Male,27,Books,70.44,10,98.14,2023-05-31,2.0,Credit Card,Yes,Not Returned
Delhi,Male,27,Clothing,20.22,50,169.5,2023-12-09,1.0,UPI,No,Returned
Hyderabad,Male,36,Groceries,321.63,18,890.52,2023-05-12,2.1,Cash,Yes,Returned
Ahmedabad,Female,58,Groceries,271.73,4,186.44,2023-05-11,4.2,Wallet,Yes,Returned
Kolkata,Female,65,Clothing,433.76,49,2777.65,2023-10-22,3.6,Cash,No,Returned
Mumbai,Male,30,Clothing,418.71,47,2520.35,2023-02-14,2.4,Credit Card,Yes,Returned
Hyderabad,Male,21,Electronics,255.15,46,1426.97,2023-07-12,1.7,Cash,No,Not Returned
Mumbai,Male,47,Groceries,223.38,42,1104.31,2023-02-02,1.9,Wallet,No,Not Returned
Mumbai,Female,21,Clothing,411.71,11,894.97,2023-11-14,1.8,UPI,Yes,Returned
Lucknow,Female,41,Clothing,193.98,15,337.3,2023-08-25,3.6,Credit Card,No,Returned
Hyderabad,Female,46,Toys,68.6,27,186.67,2023-04-15,1.9,Net Banking,Yes,Not Returned
Hyderabad,Female,54,Groceries,315.56,39,1298.28,2023-07-16,2.8,UPI,Yes,Returned
Delhi,Female,39,Electronics,440.36,7,318.36,2023-05-06,2.3,UPI,No,Returned
Bengaluru,Female,40,Clothing,496.65,7,899.2,2023-10-21,3.1,Net Banking,No,Not Returned
Ahmedabad,Male,30,Clothing,142.46,34,590.01,2023-11-04,1.4,Net Banking,No,Returned
Pune,Male,38,Clothing,497.27,47,2671.27,2023-04-16,3.7,UPI,No,Not Returned
Jaipur,Female,49,Toys,235.01,5,124.6,2023-10-25,4.4,Wallet,Yes,Returned
Bengaluru,Male,46,Toys,496.88,24,3219.69,2023-04-20,1.3,Wallet,No,Not Returned
Bengaluru,Female,54,Electronics,451.33,40,2055.43,2023-10-06,3.6,UPI,Yes,Returned
Mumbai,Male,45,Toys,236.48,21,1439.38,2023-01-21,3.5,Credit Card,No,Returned
Hyderabad,Female,47,Groceries,307.23,29,2277.92,2023-11-24,4.6,Credit Card,Yes,Not Returned
Jaipur,Male,43,Books,238.88,42,2040.82,2023-09-20,2.6,Cash,No,Returned
Bengaluru,Female,48,Books,439.21,15,951.92,2023-08-28,3.8,Credit Card,Yes,Not Returned
Delhi,Female,27,Groceries,111.79,37,921.31,2023-02-25,1.3,Net Banking,No,Returned
Delhi,Male,33,Toys,185.26,28,811.24,2023-10-04,2.8,Credit Card,Yes,Not Returned
Ahmedabad,Female,60,Clothing,103.81,19,257.35,2023-02-11,3.1,Net Banking,No,Not Returned
Lucknow,Male,21,Electronics,493.11,2,275.68,2023-04-26,4.6,UPI,Yes,Returned
Delhi,Male,34,Books,204.7,14,400.76,2023-03-28,3.3,Credit Card,No,Returned
Ahmedabad,Female,20,Clothing,117.56,39,604.34,2023-02-07,1.9,Wallet,Yes,Returned
Pune,Female,20,Electronics,376.26,6,373.25,2023-04-15,3.3,Cash,Yes,Returned
Mumbai,Male,56,Groceries,156.7,37,740.67,2023-01-22,3.8,UPI,Yes,Returned
Mumbai,Male,37,Clothing,89.02,37,708.16,2023-12-26,4.8,Wallet,Yes,Not Returned
Hyderabad,Male,41,Toys,172.93,46,1709.35,2023-12-26,3.2,Net Banking,No,Not Returned
Kolkata,Female,55,Groceries,358.35,14,1406.82,2023-07-24,4.4,Cash,No,Returned
Delhi,Female,48,Books,126.65,30,829.46,2023-07-09,2.7,Credit Card,Yes,Not Returned
Hyderabad,Male,27,Groceries,310.4,25,861.0,2023-05-04,1.7,Net Banking,Yes,Returned
Bengaluru,Male,47,Electronics,138.98,14,378.96,2023-08-04,4.1,UPI,No,Returned
Hyderabad,Female,26,Books,499.04,42,5475.57,2023-06-07,3.4,Wallet,No,Returned
Ahmedabad,Female,56,Groceries,54.27,31,399.45,2023-02-27,3.6,Cash,Yes,Returned
Ahmedabad,Female,32,Toys,161.2,5,188.76,2023-09-01,3.0,Cash,Yes,Not Returned
Delhi,Male,62,Groceries,48.92,22,247.71,2023-10-07,2.9,Net Banking,Yes,Returned
Lucknow,Female,48,Books,334.25,30,1686.68,2023-04-21,4.5,Net Banking,Yes,Not Returned
Lucknow,Female,20,Toys,373.61,37,3085.35,2023-07-09,2.4,Cash,No,Returned
Hyderabad,Male,53,Groceries,78.73,28,286.46,2023-08-21,2.3,Net Banking,No,Not Returned
Jaipur,Male,28,Groceries,470.67,20,1712.47,2023-12-21,2.2,Cash,No,Not Returned
Kolkata,Male,25,Toys,385.03,21,2069.04,2023-07-08,3.1,Wallet,Yes,Returned
Kolkata,Female,19,Groceries,453.0,41,3421.55,2023-07-15,4.6,Wallet,No,Not Returned
Ahmedabad,Male,31,Electronics,255.79,21,833.43,2023-05-31,1.9,Net Banking,No,Not Returned
Lucknow,Male,48,Books,492.57,31,3293.87,2023-12-21,3.2,Net Banking,No,Returned
Jaipur,Female,55,Electronics,217.36,32,863.54,2023-07-07,2.8,Net Banking,Yes,Not Returned
Jaipur,Male,43,Clothing,359.99,22,1943.46,2023-12-18,1.4,Wallet,No,Returned
Pune,Female,47,Toys,407.95,36,1624.82,2023-04-16,3.8,Net Banking,No,Not Returned
Pune,Male,47,Toys,91.13,41,849.76,2023-03-27,1.9,UPI,Yes,Returned
Bengaluru,Male,19,Electronics,399.17,18,1173.04,2023-02-09,4.3,Net Banking,Yes,Not Returned
Chennai,Female,18,Electronics,310.55,15,901.73,2023-03-08,2.2,Credit Card,No,Returned
Chennai,Male,21,Books,203.02,38,1415.22,2023-12-18,3.6,UPI,No,Returned
Jaipur,Male,30,Electronics,19.37,30,124.16,2023-03-30,3.7,Cash,No,Returned
Lucknow,Female,39,Books,194.37,12,300.88,2023-01-01,4.8,Wallet,Yes,Not Returned
Kolkata,Female,62,Electronics,482.42,43,5414.46,2023-10-21,1.0,UPI,No,Not Returned
Lucknow,Female,55,Electronics,180.72,24,885.06,2023-09-22,4.6,Wallet,Yes,Not Returned
Jaipur,Male,29,Electronics,378.68,43,3759.36,2023-08-28,1.7,Wallet,Yes,Returned
Chennai,Male,45,Groceries,285.31,3,216.91,2023-07-26,2.4,Net Banking,Yes,Returned
Hyderabad,Male,52,Books,48.8,24,149.53,2023-08-27,2.1,Credit Card,No,Not Returned
Ahmedabad,Female,25,Groceries,436.34,12,726.61,2023-04-07,4.4,Net Banking,Yes,Not Returned
Jaipur,Male,53,Groceries,232.67,32,1692.79,2023-06-08,3.0,UPI,No,Returned
Lucknow,Male,64,Toys,234.53,42,1051.63,2023-07-17,1.9,Wallet,Yes,Not Returned
Ahmedabad,Female,55,Groceries,129.71,47,839.04,2023-02-25,1.7,UPI,No,Returned
Chennai,Male,43,Toys,267.48,37,1631.27,2023-01-10,2.1,UPI,No,Returned
Kolkata,Female,34,Clothing,118.04,26,843.18,2023-05-12,1.7,UPI,No,Returned
Chennai,Female,61,Electronics,379.54,44,3900.33,2023-08-17,2.3,Wallet,No,Returned
Ahmedabad,Female,33,Groceries,403.85,11,695.87,2023-06-14,2.9,Wallet,Yes,Not Returned
Jaipur,Male,62,Books,256.83,31,2052.29,2023-02-14,2.6,Net Banking,Yes,Not Returned
Mumbai,Male,38,Electronics,295.65,23,1293.05,2023-01-20,1.0,Net Banking,No,Not Returned
Kolkata,Male,35,Groceries,119.81,35,580.43,2023-12-03,1.3,Cash,No,Returned
Pune,Female,38,Clothing,110.45,46,1520.63,2023-11-01,3.9,Cash,No,Returned
Chennai,Male,24,Clothing,260.92,45,1971.63,2023-10-14,4.8,Cash,No,Not Returned
Jaipur,Male,62,Groceries,369.3,23,2391.22,2023-03-12,4.7,Credit Card,Yes,Not Returned
Jaipur,Female,36,Clothing,75.39,27,559.4,2023-11-30,3.5,Credit Card,No,Not Returned
Kolkata,Male,24,Books,355.11,3,186.69,2023-05-20,4.0,UPI,Yes,Returned
Pune,Female,56,Books,236.08,7,354.63,2023-02-06,4.8,Credit Card,Yes,Returned
Delhi,Male,45,Clothing,415.31,12,1366.19,2023-01-25,3.9,Cash,No,Not Returned
Delhi,Male,59,Clothing,293.09,42,3231.52,2023-12-13,3.7,UPI,No,Returned
Chennai,Male,29,Electronics,12.14,22,48.75,2023-12-03,1.6,Wallet,No,Not Returned
Bengaluru,Female,34,Toys,337.39,29,2023.12,2023-04-18,2.5,Wallet,No,Not Returned
Ahmedabad,Male,60,Books,53.74,9,115.86,2023-03-03,4.4,UPI,No,Not Returned
Kolkata,Male,55,Groceries,11.8,3,4.28,2023-06-04,1.8,Cash,No,Not Returned
Delhi,Female,31,Books,132.9,21,338.81,2023-04-28,4.8,UPI,Yes,Not Returned
Mumbai,Male,45,Electronics,66.09,12,153.81,2023-09-27,1.7,UPI,Yes,Not Returned
Pune,Male,28,Books,9.59,45,77.92,2023-12-21,2.3,Net Banking,No,Not Returned
Kolkata,Male,54,Groceries,51.71,4,54.57,2023-03-11,4.2,UPI,No,Not Returned
Ahmedabad,Male,52,Clothing,75.3,15,235.6,2023-10-11,4.8,Cash,Yes,Returned
Chennai,Male,21,Electronics,425.04,3,206.47,2023-07-25,2.1,UPI,Yes,Returned
Pune,Male,42,Electronics,100.24,27,320.19,2023-04-06,2.0,Credit Card,Yes,Not Returned
Chennai,Female,44,Groceries,259.99,37,1792.62,2023-09-17,1.7,Credit Card,No,Not Returned
Mumbai,Female,26,Books,219.37,22,1083.03,2023-10-26,3.0,Wallet,No,Not Returned
Bengaluru,Male,39,Books,20.45,31,81.15,2023-03-09,1.9,UPI,Yes,Not Returned
Bengaluru,Male,31,Groceries,45.53,39,468.44,2023-09-22,4.9,Net Banking,Yes,Not Returned
Ahmedabad,Male,26,Groceries,250.1,36,2283.19,2023-10-27,4.1,Credit Card,Yes,Returned
Delhi,Male,23,Groceries,454.12,37,3733.89,2023-02-18,1.6,UPI,No,Not Returned
Kolkata,Male,30,Books,57.08,20,247.41,2023-12-23,2.2,Net Banking,No,Not Returned
Ahmedabad,Male,65,Groceries,146.06,7,164.38,2023-04-27,3.6,Wallet,No,Returned
Pune,Male,59,Toys,88.44,50,446.12,2023-05-06,3.3,Net Banking,No,Returned
Hyderabad,Male,32,Clothing,473.9,50,3325.06,2023-02-20,2.1,Credit Card,No,Not Returned
Pune,Female,52,Toys,249.83,42,3062.27,2023-06-24,1.8,Cash,No,Returned
Mumbai,Male,31,Books,448.36,5,394.92,2023-06-05,4.4,Net Banking,Yes,Returned
Ahmedabad,Male,56,Books,426.1,5,538.38,2023-03-13,2.9,Cash,Yes,Not Returned
Hyderabad,Female,34,Electronics,389.58,22,1710.67,2023-01-15,1.3,Credit Card,No,Returned
Bengaluru,Female,56,Clothing,456.05,41,4327.63,2023-05-20,3.8,Cash,No,Returned
Kolkata,Female,44,Groceries,302.82,19,1250.57,2023-03-09,2.4,Cash,No,Returned
Pune,Male,48,Electronics,111.73,32,982.47,2023-05-22,4.2,Net Banking,Yes,Returned
Jaipur,Female,42,Clothing,481.94,1,88.61,2023-01-26,2.6,Net Banking,Yes,Returned
Delhi,Male,25,Clothing,432.84,36,4025.4,2023-08-23,4.8,Net Banking,No,Returned
Kolkata,Male,65,Toys,44.37,47,523.03,2023-04-08,2.1,Net Banking,Yes,Returned
Lucknow,Male,43,Clothing,106.83,49,724.53,2023-10-25,1.2,Net Banking,No,Returned
Bengaluru,Male,18,Electronics,290.4,18,926.3,2023-06-04,4.6,UPI,No,Not Returned
Kolkata,Female,23,Toys,340.72,49,3512.2,2023-10-30,3.5,Cash,Yes,Returned
Delhi,Male,19,Clothing,373.03,1,78.68,2023-03-31,3.7,Credit Card,No,Returned
Pune,Female,44,Toys,320.0,26,1809.68,2023-06-30,4.1,Credit Card,Yes,Not Returned
Jaipur,Male,28,Toys,327.86,21,698.83,2023-11-26,2.2,Net Banking,No,Not Returned
Ahmedabad,Male,25,Toys,388.1,43,3685.85,2023-11-16,4.6,Wallet,No,Not Returned
Lucknow,Male,43,Books,264.07,20,1152.88,2023-05-24,2.2,Net Banking,No,Returned
Kolkata,Male,40,Toys,114.04,44,777.4,2023-10-17,4.0,Cash,Yes,Returned
Mumbai,Male,50,Groceries,74.98,18,355.06,2023-10-25,4.0,UPI,Yes,Returned
Kolkata,Female,28,Clothing,45.48,36,427.09,2023-04-12,3.8,Credit Card,Yes,Returned
Ahmedabad,Female,50,Toys,147.57,46,1756.38,2023-04-07,2.1,UPI,Yes,Returned
Ahmedabad,Female,54,Electronics,77.79,42,570.16,2023-09-10,1.8,Cash,No,Returned
Jaipur,Male,37,Toys,207.56,19,722.61,2023-06-01,3.4,Credit Card,Yes,Not Returned
Delhi,Female,37,Groceries,308.56,33,2002.4,2023-04-05,3.0,UPI,Yes,Not Returned
Bengaluru,Male,56,Groceries,461.66,44,3379.02,2023-08-22,3.3,Wallet,Yes,Not Returned
Pune,Female,40,Books,77.82,34,562.13,2023-07-04,4.9,UPI,Yes,Not Returned
Pune,Female,62,Toys,107.28,17,488.31,2023-01-28,4.7,UPI,Yes,Not Returned
Hyderabad,Female,40,Toys,237.64,32,1045.36,2023-04-04,2.7,Net Banking,No,Returned
Bengaluru,Female,35,Electronics,159.19,24,558.35,2023-04-29,2.7,Credit Card,No,Returned
Jaipur,Female,48,Books,485.67,32,3206.4,2023-09-07,1.8,Cash,No,Not Returned
Pune,Male,35,Clothing,253.24,24,1735.68,2023-06-29,2.9,Net Banking,Yes,Returned
Pune,Female,39,Clothing,247.63,22,1323.43,2023-11-29,2.5,Cash,Yes,Returned
Mumbai,Male,49,Toys,293.01,25,2119.08,2023-07-21,4.4,Net Banking,Yes,Not Returned
Pune,Male,19,Toys,445.23,24,2293.86,2023-06-24,4.2,Wallet,No,Not Returned
Pune,Female,53,Electronics,387.87,49,5315.6,2023-01-10,1.7,Credit Card,Yes,Returned
Ahmedabad,Male,44,Books,493.64,9,1305.22,2023-06-10,3.2,Net Banking,Yes,Not Returned
Bengaluru,Male,34,Electronics,94.8,45,498.74,2023-11-05,3.4,UPI,No,Not Returned
Hyderabad,Female,57,Toys,231.65,37,1345.44,2023-08-21,3.6,Net Banking,No,Returned
Mumbai,Female,20,Clothing,55.86,49,369.22,2023-05-01,2.5,Credit Card,Yes,Returned
Pune,Female,63,Toys,46.04,2,18.86,2023-07-21,4.4,Cash,No,Returned
Jaipur,Male,26,Groceries,102.56,9,257.49,2023-10-06,1.4,Net Banking,No,Returned
Ahmedabad,Female,54,Electronics,320.77,2,145.48,2023-06-09,2.4,Credit Card,No,Returned
Pune,Female,23,Toys,42.17,31,375.52,2023-01-20,1.4,UPI,Yes,Returned
Ahmedabad,Male,40,Books,432.18,32,2805.11,2023-07-08,3.8,Credit Card,No,Returned
Mumbai,Female,60,Clothing,337.04,45,3140.98,2023-06-07,4.0,Wallet,No,Not Returned
Jaipur,Female,24,Books,498.54,25,2432.57,2023-08-16,3.7,Wallet,Yes,Not Returned
Jaipur,Female,47,Toys,67.15,45,743.96,2023-10-21,2.6,Credit Card,Yes,Returned
Chennai,Female,59,Electronics,347.91,33,2455.84,2023-09-09,2.9,UPI,Yes,Returned
Hyderabad,Female,52,Toys,132.9,8,221.7,2023-12-17,2.2,Cash,No,Returned
Ahmedabad,Male,51,Groceries,204.41,17,718.85,2023-10-03,2.7,Credit Card,Yes,Not Returned
Pune,Female,23,Toys,269.26,49,2244.22,2023-04-25,1.3,Net Banking,No,Returned
Delhi,Female,26,Groceries,47.68,39,529.83,2023-05-23,4.3,Net Banking,Yes,Returned
Lucknow,Male,63,Books,349.01,44,2723.44,2023-11-06,4.9,Cash,No,Returned
Bengaluru,Female,62,Groceries,284.03,5,197.03,2023-01-03,3.0,Wallet,Yes,Not Returned
Lucknow,Male,25,Books,305.57,33,1909.5,2023-05-15,4.8,Credit Card,No,Returned
Mumbai,Female,48,Books,37.36,32,147.12,2023-05-01,3.4,Wallet,Yes,Returned
Lucknow,Female,57,Toys,267.93,31,1680.88,2023-11-07,3.0,Credit Card,No,Returned
Ahmedabad,Male,37,Clothing,219.92,30,1867.56,2023-03-06,1.8,Cash,No,Returned
Ahmedabad,Male,19,Groceries,342.4,29,1371.88,2023-06-25,4.0,UPI,Yes,Returned
Jaipur,Female,27,Books,251.26,37,1625.34,2023-04-28,2.4,Credit Card,Yes,Not Returned
Ahmedabad,Male,25,Groceries,235.96,25,1371.78,2023-05-30,2.3,Net Banking,No,Returned
Lucknow,Female,36,Electronics,111.66,15,208.42,2023-12-31,1.5,Cash,No,Returned
Lucknow,Female,50,Clothing,224.22,4,250.71,2023-03-09,2.1,Net Banking,Yes,Returned
Delhi,Male,32,Groceries,124.7,14,251.62,2023-02-11,1.6,Net Banking,No,Not Returned
Chennai,Female,29,Toys,411.2,41,4929.6,2023-12-08,3.4,Net Banking,Yes,Not Returned
Bengaluru,Male,30,Toys,220.63,15,628.07,2023-10-05,4.0,UPI,Yes,Returned
Pune,Female,48,Electronics,75.22,14,251.32,2023-09-30,2.6,Wallet,No,Returned
Hyderabad,Male,63,Toys,372.42,50,4960.75,2023-12-08,2.4,Cash,Yes,Not Returned
Hyderabad,Female,34,Groceries,415.06,42,2087.51,2023-07-23,1.4,Wallet,No,Returned
Mumbai,Male,64,Groceries,219.43,41,1166.37,2023-03-07,2.2,Cash,Yes,Not Returned
Ahmedabad,Male,24,Books,426.63,46,3312.36,2023-05-02,1.6,Cash,Yes,Not Returned
Jaipur,Female,59,Groceries,69.4,5,97.7,2023-12-03,2.2,Credit Card,Yes,Returned
Chennai,Male,60,Books,311.21,48,1634.72,2023-10-02,2.9,UPI,Yes,Returned
Delhi,Male,60,Books,498.53,27,3436.38,2023-12-26,3.2,Wallet,No,Returned
Chennai,Male,44,Books,290.14,19,962.35,2023-12-25,3.7,Net Banking,Yes,Returned
Ahmedabad,Male,48,Groceries,416.43,14,1730.1,2023-10-21,3.9,Wallet,No,Not Returned
Kolkata,Female,31,Toys,137.03,17,512.95,2023-10-01,2.6,UPI,Yes,Returned
Mumbai,Male,60,Clothing,293.76,4,160.99,2023-12-12,4.0,UPI,Yes,Not Returned
Lucknow,Female,59,Clothing,464.28,26,2673.59,2023-03-10,1.0,UPI,Yes,Returned
Bengaluru,Male,24,Clothing,354.44,9,676.47,2023-07-03,1.7,UPI,Yes,Returned
Hyderabad,Female,26,Groceries,327.34,16,1067.24,2023-03-11,3.2,Cash,No,Not Returned
Jaipur,Female,48,Groceries,196.74,13,628.87,2023-03-23,4.8,Cash,No,Returned
Mumbai,Male,18,Electronics,143.63,26,1070.7,2023-04-14,2.4,Credit Card,No,Returned
Kolkata,Male,47,Toys,182.76,45,2352.86,2023-04-19,4.0,Cash,No,Returned
Delhi,Male,44,Books,28.23,9,55.84,2023-12-18,1.2,Cash,Yes,Not Returned
Bengaluru,Female,20,Electronics,329.57,45,2918.13,2023-01-01,3.9,Credit Card,No,Not Returned
Pune,Female,26,Books,301.21,48,2362.06,2023-09-09,2.7,UPI,Yes,Returned
Chennai,Female,52,Clothing,86.97,47,957.4,2023-12-18,1.6,Wallet,Yes,Not Returned
Pune,Male,61,Clothing,295.33,9,729.37,2023-01-01,2.7,Cash,Yes,Not Returned
Pune,Male,27,Electronics,61.99,9,79.91,2023-08-25,4.8,Wallet,Yes,Returned
Chennai,Male,27,Clothing,381.88,40,3094.11,2023-06-22,4.0,Net Banking,No,Not Returned
Chennai,Female,25,Clothing,421.08,2,131.36,2023-09-30,2.0,Wallet,Yes,Returned
Kolkata,Male,23,Books,273.61,50,1835.95,2023-01-05,1.6,Cash,Yes,Not Returned
Lucknow,Male,32,Books,145.14,15,525.95,2023-04-20,1.7,UPI,Yes,Not Returned
Ahmedabad,Male,22,Electronics,249.96,10,578.49,2023-05-02,4.6,Net Banking,Yes,Returned
Lucknow,Male,61,Electronics,348.7,45,3570.72,2023-08-23,3.5,Credit Card,Yes,Not Returned
Jaipur,Female,40,Toys,233.35,11,368.24,2023-11-21,1.2,Net Banking,No,Not Returned
Hyderabad,Male,27,Electronics,378.51,2,201.74,2023-07-26,1.9,Net Banking,No,Returned
Lucknow,Female,51,Groceries,147.38,16,673.07,2023-09-24,3.8,Cash,No,Not Returned
Delhi,Male,42,Toys,127.86,22,613.25,2023-09-16,3.6,Credit Card,Yes,Returned
Hyderabad,Male,48,Toys,250.4,15,700.18,2023-06-01,4.0,Credit Card,Yes,Not Returned
Chennai,Female,53,Electronics,239.26,47,1896.5,2023-12-02,4.4,Net Banking,No,Not Returned
Jaipur,Male,42,Toys,255.67,25,1122.47,2023-01-28,3.4,Net Banking,No,Returned
Ahmedabad,Female,42,Toys,108.86,26,693.57,2023-04-26,1.8,Wallet,No,Returned
Mumbai,Male,47,Groceries,468.13,35,4367.82,2023-12-22,2.1,Cash,No,Not Returned
Mumbai,Male,38,Toys,352.22,13,1080.25,2023-01-13,1.6,Cash,No,Not Returned
Jaipur,Male,48,Groceries,146.61,26,528.42,2023-12-08,3.4,UPI,No,Not Returned
